Kreditgruppe	Glaeubiger	Darlehensnummer und Geschaeftszeichen	Laufzeit	Art	TA	Verwendung	"urspruengl. Schuld"	"Urspruengl. Schuld aufgeteilt"	"Stand am Jahresanfang"	"Jahresanfang aufgeteilt"	"Jahresanfang aufgeteilt"	"Zinsen und Nebenkosten"	"Zinsen u. NK aufgeteilt"	"Zinsen u. NK aufgeteilt"	Tilgung	"Tilgung aufgeteilt"	"Tilgung aufgeteilt"	Zuzaehlung	"Zuzaehlung aufgeteilt"	"Zuzaehlung aufgeteilt"	"Stand am Jahresende"	"Jahresende aufgeteilt"	"Jahresende aufgeteilt"	Ersaetze	"Ersaetze aufgeteilt"	"Ersaetze aufgeteilt"	TA
Finanzunternehmen	Volksbank Ooe	Volksbank IBAN AT62 4480 0101 2356 2000       (902 06 12 01)	Laufzeit von 2015 bis 2025	1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"	3.863.300,00	3.300.000,00	3863300	3.300.000,00	3.300.000,00	34270,7	29.273,76	29.300,00	429255,56	366.666,67	366.700,00	0			3434044,44	2.933.333,33	2.933.300,00	0			6121
Finanzunternehmen	Volksbank Ooe			1	9500	Aufgenommene Darlehen,Schuldendienst		563.300,00		563.300,00	563.300,00		4.996,94	5.000,00		62.588,89	62.600,00					500.711,11	500.700,00				9500
	Volksbank Ooe Ergebnis						3863300	3.863.300,00	3863300	3.863.300,00	3.863.300,00	34270,7	34.270,70	34.300,00	429255,56	429.255,56	429.300,00	0	0	0	3434044,44	3.434.044,44	3.434.000,00	0	0	0	
Finanzunternehmen	RB Region Steyr eGen	RB Steyr AT08 3411 4000 2014 6163  RB Region Steyr  (902 06 10 24)	Laufzeit von 2016 bis 2031	1	9500	Aufgenommene Darlehen,Schuldendienst	5.000.000,00	5.000.000,00	5.000.000,00	5.000.000,00	5.000.000,00	63.368,05	63.368,05	63.400,00	178.571,43	178.571,43	178.600,00	0			4.821.428,57	4.821.428,57	4.821.400,00	0			9500
	RB Region Steyr eGen Ergebnis						5.000.000,00	5.000.000,00	5.000.000,00	5.000.000,00	5.000.000,00	63.368,05	63.368,05	63.400,00	178.571,43	178.571,43	178.600,00	0	0	0	4.821.428,57	4.821.428,57	4.821.400,00	0	0	0	
Finanzunternehmen	RB Wels eGen	RB Wels   AT25 3468 0000 2055 8284  Wels    (902 06 10 23)	Laufzeit von 2016 bis 2026	1	9500	Aufgenommene Darlehen,Schuldendienst	10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	123.334,66	123.334,66	123.300,00	1.000.000,00	1.000.000,00	1.000.000,00	0			9.000.000,00	9.000.000,00	9.000.000,00	0			9500
	RB Wels eGen Ergebnis						10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	10.000.000,00	123.334,66	123.334,66	123.300,00	1.000.000,00	1.000.000,00	1.000.000,00	0	0	0	9.000.000,00	9.000.000,00	9.000.000,00	0	0	0	
Finanzunternehmen	BKS Bank AG	BKS Bank AG  AT66 1700 0001 9809 3963  (902 06 13 01)	Laufzeit von 2016 bis 2026	1	9500	Aufgenommene Darlehen,Schuldendienst	3.000.000,00	3.000.000,00	2.850.000,00	2.850.000,00	2.850.000,00	36.035,09	36.035,09	36.000,00	300.000,00	300.000,00	300.000,00	0			2.550.000,00	2.550.000,00	2.550.000,00	0			9500
	BKS Bank AG Ergebnis						3.000.000,00	3.000.000,00	2.850.000,00	2.850.000,00	2.850.000,00	36.035,09	36.035,09	36.000,00	300.000,00	300.000,00	300.000,00	0	0	0	2.550.000,00	2.550.000,00	2.550.000,00	0	0	0	
Finanzunternehmen Ausland	Debeka Krankenversicherung 	Schuldschein vom 03.07.2014    (902 06 22 02)	Laufzeit von 2014 bis 2039	1	310	Stadtentwicklung und Bebauungsplanung	23.000.000,00	1.365.753,15	23.000.000,00	1.365.753,15	1.365.800,00	690.000,00	40.972,59	41.000,00	0						23.000.000,00	1.365.753,15	1.365.800,00	0			310
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		349.673,11		349.673,11	349.700,00		10.490,19	10.500,00								349.673,11	349.700,00				2101
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		616.364,93		616.364,93	616.300,00		18.490,95	18.500,00								616.364,93	616.300,00				2290
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	2400	Kindergaerten		1.904.010,78		1.904.010,78	1.904.000,00		57.120,32	57.100,00								1.904.010,78	1.904.000,00				2400
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	2500	Schuelerhorte		1.178.875,67		1.178.875,67	1.178.900,00		35.366,27	35.400,00								1.178.875,67	1.178.900,00				2500
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	2590	Jugendklubs		253.797,36		253.797,36	253.800,00		7.613,92	7.600,00								253.797,36	253.800,00				2590
Finanzunternehmen Ausland	Debeka Krankenversicherung 			2	2690	Koerperliche Ertuechtigung		1.486.526,79		1.486.526,79	1.486.500,00		44.595,81	44.600,00								1.486.526,79	1.486.500,00				2690
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		108.770,18		108.770,18	108.800,00		3.263,11	3.300,00								108.770,18	108.800,00				3500
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	3630	Altstadterhaltung und Ortsbildpflege		1.196.472,84		1.196.472,84	1.196.500,00		35.894,19	35.900,00								1.196.472,84	1.196.500,00				3630
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	4293	Herbergen		290.053,96		290.053,96	290.000,00		8.701,62	8.700,00								290.053,96	290.000,00				4293
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	5010	Technik und Umwelt		1.232.729,42		1.232.729,42	1.232.700,00		36.981,88	37.000,00								1.232.729,42	1.232.700,00				5010
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	6100	"Bundesstrazslig;en"		108.770,18		108.770,18	108.800,00		3.263,11	3.300,00								108.770,18	108.800,00				6100
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		4.286.187,90		4.286.187,90	4.286.200,00		128.585,64	128.600,00								4.286.187,90	4.286.200,00				6120
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	7890	Foerderung von Handel, Gewerbe und Industrie		2.601.375,91		2.601.375,91	2.601.400,00		78.041,28	78.000,00								2.601.375,91	2.601.400,00				7890
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	9140	Beteiligungen		5.905.637,82		5.905.637,82	5.905.600,00		177.169,13	177.200,00								5.905.637,82	5.905.600,00				9140
Finanzunternehmen Ausland	Debeka Krankenversicherung 			1	9500	Aufgenommene Darlehen,Schuldendienst		115.000,00		115.000,00	115.000,00		3.449,99	3.400,00								115.000,00	115.000,00				9500
	Debeka Krankenversicherung  Ergebnis						23000000	23.000.000,00	23000000	23.000.000,00	23.000.000,00	690000	690.000,00	690.000,00	0	0	0	0	0	0	23000000	23.000.000,00	23.000.000,00	0	0	0	
Finanzunternehmen Ausland	Debeka Lebensversicherung	Schuldschein vom 03.07.2014    (902 06 22 02)	Laufzeit von 2014 bis 2039	1	310	Stadtentwicklung und Bebauungsplanung	40.000.000,00	2.375.222,87	40.000.000,00	2.375.222,87	2.375.200,00	1.200.000,00	71.256,69	71.300,00	0						40.000.000,00	2.375.222,87	2.375.200,00	0			310
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		608.127,16		608.127,16	608.100,00		18.243,81	18.200,00								608.127,16	608.100,00				2101
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		1.071.939,00		1.071.939,00	1.071.900,00		32.158,17	32.200,00								1.071.939,00	1.071.900,00				2290
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	2400	Kindergaerten		3.311.323,09		3.311.323,09	3.311.300,00		99.339,69	99.300,00								3.311.323,09	3.311.300,00				2400
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	2500	Schuelerhorte		2.050.218,55		2.050.218,55	2.050.200,00		61.506,56	61.500,00								2.050.218,55	2.050.200,00				2500
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	2590	Jugendklubs		441.386,74		441.386,74	441.400,00		13.241,60	13.200,00								441.386,74	441.400,00				2590
Finanzunternehmen Ausland	Debeka Lebensversicherung			2	2690	Koerperliche Ertuechtigung		2.585.263,99		2.585.263,99	2.585.300,00		77.557,92	77.600,00								2.585.263,99	2.585.300,00				2690
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		189.165,52		189.165,52	189.200,00		5.674,97	5.700,00								189.165,52	189.200,00				3500
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	3630	Altstadterhaltung und Ortsbildpflege		2.080.822,33		2.080.822,33	2.080.800,00		62.424,67	62.400,00								2.080.822,33	2.080.800,00				3630
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	4293	Herbergen		504.441,66		504.441,66	504.500,00		15.133,25	15.100,00								504.441,66	504.500,00				4293
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	5010	Technik und Umwelt		2.143.877,26		2.143.877,26	2.143.900,00		64.316,32	64.300,00								2.143.877,26	2.143.900,00				5010
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	6100	"Bundesstrazslig;en"		189.165,52		189.165,52	189.200,00		5.674,97	5.700,00								189.165,52	189.200,00				6100
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		7.454.239,82		7.454.239,82	7.454.200,00		223.627,19	223.600,00								7.454.239,82	7.454.200,00				6120
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	7890	Foerderung von Handel, Gewerbe und Industrie		4.524.028,19		4.524.028,19	4.524.000,00		135.720,85	135.700,00								4.524.028,19	4.524.000,00				7890
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	9140	Beteiligungen		10.270.778,30		10.270.778,30	10.270.800,00		308.123,35	308.100,00								10.270.778,30	10.270.800,00				9140
Finanzunternehmen Ausland	Debeka Lebensversicherung			1	9500	Aufgenommene Darlehen,Schuldendienst		200.000,00		200.000,00	200.000,00		5.999,99	6.000,00								200.000,00	200.000,00				9500
	Debeka Lebensversicherung Ergebnis						40000000	40.000.000,00	40000000	40.000.000,00	40.000.000,00	1200000	1.200.000,00	1.200.000,00	0	0	0	0	0	0	40000000	40.000.000,00	40.000.000,00	0	0	0	
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse	Schuldschein vom 03.07.2014    (902 06 22 02)	Laufzeit von 2014 bis 2039	1	310	Stadtentwicklung und Bebauungsplanung	2.000.000,00	118.761,14	2.000.000,00	118.761,14	118.800,00	60.000,00	3.562,83	3.600,00	0						2.000.000,00	118.761,14	118.800,00	0			310
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		30.406,36		30.406,36	30.400,00		912,19	900								30.406,36	30.400,00				2101
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		53.596,95		53.596,95	53.600,00		1.607,91	1.600,00								53.596,95	53.600,00				2290
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	2400	Kindergaerten		165.566,15		165.566,15	165.500,00		4.966,98	5.000,00								165.566,15	165.500,00				2400
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	2500	Schuelerhorte		102.510,93		102.510,93	102.500,00		3.075,33	3.100,00								102.510,93	102.500,00				2500
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	2590	Jugendklubs		22.069,34		22.069,34	22.100,00		662,08	700								22.069,34	22.100,00				2590
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			2	2690	Koerperliche Ertuechtigung		129.263,20		129.263,20	129.300,00		3.877,90	3.900,00								129.263,20	129.300,00				2690
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		9.458,28		9.458,28	9.500,00		283,75	300								9.458,28	9.500,00				3500
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	3630	Altstadterhaltung und Ortsbildpflege		104.041,12		104.041,12	104.000,00		3.121,23	3.100,00								104.041,12	104.000,00				3630
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	4293	Herbergen		25.222,08		25.222,08	25.200,00		756,66	800								25.222,08	25.200,00				4293
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	5010	Technik und Umwelt		107.193,86		107.193,86	107.200,00		3.215,82	3.200,00								107.193,86	107.200,00				5010
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	6100	"Bundesstrazslig;en"		9.458,28		9.458,28	9.500,00		283,75	300								9.458,28	9.500,00				6100
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse	 		1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		372.711,99		372.711,99	372.700,00		11.181,36	11.100,00								372.711,99	372.700,00				6120
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	7890	Foerderung von Handel, Gewerbe und Industrie		226.201,38		226.201,38	226.200,00		6.786,04	6.800,00								226.201,38	226.200,00				7890
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	9140	Beteiligungen		513.538,94		513.538,94	513.500,00		15.406,17	15.300,00								513.538,94	513.500,00				9140
Finanzunternehmen Ausland	Debeka Zusatzversorgungskasse			1	9500	Aufgenommene Darlehen,Schuldendienst		10.000,00		10.000,00	10.000,00		300	300								10.000,00	10.000,00				9500
	Debeka Zusatzversorgungskasse Ergebnis						2000000	2.000.000,00	2000000	2.000.000,00	2.000.000,00	60000	60.000,00	60.000,00	0	0	0	0	0	0	2000000	2.000.000,00	2.000.000,00	0	0	0	
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG	Deutsche Hypothekenbank  120490112        (902-06/19/10)	Laufzeit von 2009/2010 bis 2025	1	303	Direktion Planung, Technik und Umwelt	24.000.000,00	11.000,00	13.600.000,00	6.233,33	6.200,00	474.230,00	217,36	200	1.600.000,00	733,33	700	0			12.000.000,00	5.500,00	5.500,00	0			303
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	610	Sonstige Subventionen		3.289.000,00		1.863.766,67	1.863.800,00		64.989,27	65.000,00		219.266,67	219.300,00					1.644.500,00	1.644.500,00				610
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		117.000,00		66.300,00	66.300,00		2.311,87	2.300,00		7.800,00	7.800,00					58.500,00	58.500,00				2101
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		1.000.000,00		566.666,67	566.700,00		19.759,58	19.800,00		66.666,67	66.700,00					500.000,00	500.000,00				2290
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2500	Schuelerhorte		295.000,00		167.166,67	167.200,00		5.829,08	5.800,00		19.666,67	19.700,00					147.500,00	147.500,00				2500
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2620	Sportplaetze		814.000,00		461.266,67	461.300,00		16.084,30	16.100,00		54.266,67	54.300,00					407.000,00	407.000,00				2620
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2700	Volkshochschule Linz		2.000.000,00		1.133.333,33	1.133.300,00		39.519,17	39.500,00		133.333,33	133.300,00					1.000.000,00	1.000.000,00				2700
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	2800	Foerderung von Universitaeten und Hochschulen		427.000,00		241.966,67	242.000,00		8.437,34	8.400,00		28.466,67	28.500,00					213.500,00	213.500,00				2800
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		10.000.000,00		5.666.666,67	5.666.600,00		197.595,83	197.600,00		666.666,67	666.600,00					5.000.000,00	5.000.000,00				3290
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	3400	Museen der Stadt Linz		910.000,00		515.666,67	515.700,00		17.981,22	18.000,00		60.666,67	60.700,00					455.000,00	455.000,00				3400
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	3510	Kunst- und Kulturfoerderung		30.000,00		17.000,00	17.000,00		592,79	600		2.000,00	2.000,00					15.000,00	15.000,00				3510
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	3630	Altstadterhaltung und Ortsbildpflege		2.892.000,00		1.638.800,00	1.638.800,00		57.144,72	57.100,00		192.800,00	192.800,00					1.446.000,00	1.446.000,00				3630
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG	 		1	4290	Volkshaeuser		2.015.000,00		1.141.833,33	1.141.800,00		39.815,56	39.800,00		134.333,33	134.300,00					1.007.500,00	1.007.500,00				4290
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	4300	Krabbelstuben		74.000,00		41.933,33	41.900,00		1.462,21	1.500,00		4.933,33	4.900,00					37.000,00	37.000,00				4300
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		116.000,00		65.733,33	65.700,00		2.292,11	2.300,00		7.733,33	7.700,00					58.000,00	58.000,00				4890
Finanzunternehmen Ausland	Deutsche Hypothekenbank AG			1	6100	"Bundesstrazslig;en"		10.000,00		5.666,66	5.700,00		197,59	200		666,66	700					5.000,00	5.000,00				6100
	Deutsche Hypothekenbank AG Ergebnis						24000000	24.000.000,00	13600000	13.600.000,00	13.600.000,00	474230	474.230,00	474.200,00	1600000	1.600.000,00	1.600.000,00	0	0	0	12000000	12.000.000,00	12.000.000,00	0	0	0	
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt	Schuldschein vom 12.2.2014      (902 06 20 01)	Laufzeit von 2014 bis 2034	1	290	Amtsgebaeude	16.000.000,00	71.500,00	16.000.000,00	71.500,00	71.500,00	558.080,00	2.493,92	2.500,00	0						16.000.000,00	71.500,00	71.500,00	0			290
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	311	Verkehrsplanung		79.550,61		79.550,61	79.600,00		2.774,73	2.800,00								79.550,61	79.600,00				311
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	610	Sonstige Subventionen		1.812.576,42		1.812.576,42	1.812.600,00		63.222,67	63.200,00								1.812.576,42	1.812.600,00				610
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	1630	Freiwillige Feuerwehren		5.000,00		5.000,00	5.000,00		174,4	200								5.000,00	5.000,00				1630
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	1790	Katastrophenschutz		32.119,42		32.119,42	32.100,00		1.120,33	1.100,00								32.119,42	32.100,00				1790
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		252.334,00		252.334,00	252.300,00		8.801,41	8.800,00								252.334,00	252.300,00				2290
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			2	2500	Schuelerhorte		140.309,94		140.309,94	140.300,00		4.894,01	4.900,00								140.309,94	140.300,00				2500
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	2620	Sportplaetze		60.000,00		60.000,00	60.000,00		2.092,80	2.100,00								60.000,00	60.000,00				2620
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			2	2690	Koerperliche Ertuechtigung		333.674,20		333.674,20	333.700,00		11.638,56	11.600,00								333.674,20	333.700,00				2690
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	2700	Volkshochschule Linz		1.693.934,10		1.693.934,10	1.693.900,00		59.084,42	59.100,00								1.693.934,10	1.693.900,00				2700
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	2800	Foerderung von Universitaeten und Hochschulen		208.334,00		208.334,00	208.300,00		7.266,69	7.300,00								208.334,00	208.300,00				2800
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	2890	Naturkundliche Station		90.000,00		90.000,00	90.000,00		3.139,20	3.100,00								90.000,00	90.000,00				2890
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		5.191.500,00		5.191.500,00	5.191.500,00		181.079,52	181.100,00								5.191.500,00	5.191.500,00				3290
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	3400	Museen der Stadt Linz		1.710.000,00		1.710.000,00	1.710.000,00		59.644,80	59.600,00								1.710.000,00	1.710.000,00				3400
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		170.000,00		170.000,00	170.000,00		5.929,60	5.900,00								170.000,00	170.000,00				3500
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	3510	Kunst- und Kulturfoerderung		108.740,00		108.740,00	108.700,00		3.792,85	3.800,00								108.740,00	108.700,00				3510
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	3630	Altstadterhaltung und Ortsbildpflege		2.143.642,00		2.143.642,00	2.143.700,00		74.770,23	74.800,00								2.143.642,00	2.143.700,00				3630
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	4111	Geschlossene Sozialhilfe		1.566.957,86		1.566.957,86	1.567.000,00		54.655,49	54.700,00								1.566.957,86	1.567.000,00				4111
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	5230	Laermbekaempfung		7.890,00		7.890,00	7.900,00		275,2	300								7.890,00	7.900,00				5230
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	6110	"Landesstrazslig;en"		53.822,64		53.822,64	53.800,00		1.877,33	1.900,00								53.822,64	53.800,00				6110
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		119.300,16		119.300,16	119.300,00		4.161,19	4.200,00								119.300,16	119.300,00				8160
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	9140	Beteiligungen		68.814,65		68.814,65	68.800,00		2.400,25	2.400,00								68.814,65	68.800,00				9140
Finanzunternehmen Ausland	Evangel. Zusatzversorgungskasse Darmstadt			1	9500	Aufgenommene Darlehen,Schuldendienst		80.000,00		80.000,00	80.000,00		2.790,40	2.800,00								80.000,00	80.000,00				9500
	Evangel. Zusatzversorgungskasse Darmstadt Ergebnis						16000000	16.000.000,00	16000000	16.000.000,00	16.000.000,00	558080	558.080,00	558.200,00	0	0	0	0	0	0	16000000	16.000.000,00	16.000.000,00	0	0	0	
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen	Helaba Kto 800 075 530        (902-06/19/01)	Laufzeit von 2006/2007 bis 2019	1	1790	Katastrophenschutz	42.000.000,00	100.000,00	8.750.000,00	20.833,33	20.800,00	1.593,47	3,79	0	3.500.000,00	8.333,33	8.300,00	0			5.250.000,00	12.500,00	12.500,00	0			1790
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			2	2690	Koerperliche Ertuechtigung		600.000,00		125.000,02	125.000,00		22,74	0		50.000,02	50.000,00					75.000,00	75.000,00				2690
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	2800	Foerderung von Universitaeten und Hochschulen		400.000,00		83.333,33	83.300,00		15,18	0		33.333,33	33.300,00					50.000,00	50.000,00				2800
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	3630	Altstadterhaltung und Ortsbildpflege		600.000,00		125.000,00	125.000,00		22,76	0		50.000,00	50.000,00					75.000,00	75.000,00				3630
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6100	"Bundesstrazslig;en"		4.500.000,00		937.500,00	937.500,00		170,73	200		375.000,00	375.000,00					562.500,00	562.500,00				6100
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		700.000,00		145.833,33	145.800,00		26,56	0		58.333,33	58.300,00					87.500,00	87.500,00				6120
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		1.700.000,00		354.166,67	354.200,00		64,5	100		141.666,67	141.700,00					212.500,00	212.500,00				6121
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6122	Bruecken		400.000,00		83.333,33	83.300,00		15,18	0		33.333,33	33.300,00					50.000,00	50.000,00				6122
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6300	Hochwasserregulierung bei Bundesfluessen		900.000,00		187.500,00	187.500,00		34,15	0		75.000,00	75.000,00					112.500,00	112.500,00				6300
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		1.400.000,00		291.666,67	291.700,00		53,12	100		116.666,67	116.700,00					175.000,00	175.000,00				6400
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	6510	Sonstige Schienenwege		5.200.000,00		1.083.333,33	1.083.400,00		197,29	200		433.333,33	433.400,00					650.000,00	650.000,00				6510
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	7890	Foerderung von Handel, Gewerbe und Industrie		4.000.000,00		833.333,33	833.300,00		151,76	200		333.333,33	333.300,00					500.000,00	500.000,00				7890
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	8120	WC-Anlagen		100.000,00		20.833,33	20.800,00		3,79	0		8.333,33	8.300,00					12.500,00	12.500,00				8120
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	8140	"Strazslig;enreinigung"		600.000,00		125.000,00	125.000,00		22,76	0		50.000,00	50.000,00					75.000,00	75.000,00				8140
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	8150	oeffentliche Anlagen		2.500.000,00		520.833,33	520.800,00		94,85	100		208.333,33	208.300,00					312.500,00	312.500,00				8150
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	8151	Kinderspielplaetze		200.000,00		41.666,67	41.700,00		7,59	0		16.666,67	16.700,00					25.000,00	25.000,00				8151
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		700.000,00		145.833,33	145.800,00		26,56	0		58.333,33	58.300,00					87.500,00	87.500,00				8160
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			2	8530	Wohn- und Geschaeftsgebaeude		2.500.000,00		520.833,33	520.800,00		94,85	100		208.333,33	208.300,00					312.500,00	312.500,00				8530
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			2	8782	Seniorenzentren der Stadt Linz		900.000,00		187.500,00	187.500,00		34,15	0		75.000,00	75.000,00					112.500,00	112.500,00				8782
